index,continent,output,output_clean
170,4,"{
  ""tags"": [
    ""replicated alternatives"",
    ""choice from experience"",
    ""confusion"",
    ""chasing behavior"",
    ""regret in decision making""
  ]
}","{
  ""tags"": [
    ""replicated alternatives"",
    ""choice from experience"",
    ""confusion"",
    ""chasing behavior"",
    ""regret in decision making""
  ]
}"
171,4,"{
  ""tags"": [
    ""Child Development"",
    ""Bargaining"",
    ""Reinforcement Learning"",
    ""Social Learning""
  ]
}","{
  ""tags"": [
    ""Child Development"",
    ""Bargaining"",
    ""Reinforcement Learning"",
    ""Social Learning""
  ]
}"
172,4,"{
  ""tags"": [
    ""Social Observation"",
    ""Selfish People"",
    ""Prosocial Learning"",
    ""Intrinsic Tendencies""
  ]
}","{
  ""tags"": [
    ""Social Observation"",
    ""Selfish People"",
    ""Prosocial Learning"",
    ""Intrinsic Tendencies""
  ]
}"
173,4,"{
  ""tags"": [
    ""Risk Preferences"",
    ""Human Decision-Making"",
    ""Contextual Factors"",
    ""Reward Currencies""
  ]
}","{
  ""tags"": [
    ""Risk Preferences"",
    ""Human Decision-Making"",
    ""Contextual Factors"",
    ""Reward Currencies""
  ]
}"
174,4,"{
  ""tags"": [
    ""Neural basis of mate poaching"",
    ""Value-based decision-making"",
    ""Mate poaching"",
    ""Orbitofrontal cortex"",
    ""Functional magnetic resonance imaging""
  ]
}","{
  ""tags"": [
    ""Neural basis of mate poaching"",
    ""Value-based decision-making"",
    ""Mate poaching"",
    ""Orbitofrontal cortex"",
    ""Functional magnetic resonance imaging""
  ]
}"
175,4,"{
  ""tags"": [
    ""domain-dependent risk preferences"",
    ""risk taking tendency"",
    ""perceptual-memory task"",
    ""delay discounting measure""
  ]
}","{
  ""tags"": [
    ""domain-dependent risk preferences"",
    ""risk taking tendency"",
    ""perceptual-memory task"",
    ""delay discounting measure""
  ]
}"
176,4,"{
  ""tags"": [
    ""underweighting rare events"",
    ""description-experience gap"",
    ""rare events in experience decisions"",
    ""sample error in decision making""
  ]
}","{
  ""tags"": [
    ""underweighting rare events"",
    ""description-experience gap"",
    ""rare events in experience decisions"",
    ""sample error in decision making""
  ]
}"
177,4,"{
  ""tags"": [
    ""Risk Uncertainty Psychology"",
    ""Decision Making Experience"",
    ""Probability Statistics"",
    ""Risk Perception""
  ]
}","{
  ""tags"": [
    ""Risk Uncertainty Psychology"",
    ""Decision Making Experience"",
    ""Probability Statistics"",
    ""Risk Perception""
  ]
}"
178,4,"{
  ""tags"": [
    ""self-relevance"",
    ""reinforcement-learning"",
    ""uncertainty"",
    ""social-cognitive-functioning""
  ]
}","{
  ""tags"": [
    ""self-relevance"",
    ""reinforcement-learning"",
    ""uncertainty"",
    ""social-cognitive-functioning""
  ]
}"
179,4,"{
  ""tags"": [
    ""Impulse Shaping"",
    ""Decision Behavior"",
    ""Short-Term Reactions"",
    ""Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Impulse Shaping"",
    ""Decision Behavior"",
    ""Short-Term Reactions"",
    ""Reinforcement Learning""
  ]
}"
180,4,"{
  ""tags"": [
    ""Real Options"",
    ""Risky Decisions"",
    ""Decision Making"",
    ""Uncertainty Reduction""
  ]
}","{
  ""tags"": [
    ""Real Options"",
    ""Risky Decisions"",
    ""Decision Making"",
    ""Uncertainty Reduction""
  ]
}"
181,4,"{
  ""tags"": [
    ""Risk Attitudes"",
    ""Stochastic Model of Choice"",
    ""Threshold Effect"",
    ""Gains and Losses""
  ]
}","{
  ""tags"": [
    ""Risk Attitudes"",
    ""Stochastic Model of Choice"",
    ""Threshold Effect"",
    ""Gains and Losses""
  ]
}"
182,4,"{
  ""tags"": [
    ""Risk Sharing"",
    ""Cooperative Groups"",
    ""Social Insurance"",
    ""Environmental Risk""
  ]
}","{
  ""tags"": [
    ""Risk Sharing"",
    ""Cooperative Groups"",
    ""Social Insurance"",
    ""Environmental Risk""
  ]
}"
183,4,"{
  ""tags"": [
    ""ethnic discrimination"",
    ""trust bias"",
    ""repeated trust game"",
    ""behavioral reinforcement learning""
  ]
}","{
  ""tags"": [
    ""ethnic discrimination"",
    ""trust bias"",
    ""repeated trust game"",
    ""behavioral reinforcement learning""
  ]
}"
184,4,"{
  ""tags"": [
    ""Risk Value Information"",
    ""Decision Risk Value"",
    ""Information Risk Tradeoff"",
    ""Stochastic Returns to Scale""
  ]
}","{
  ""tags"": [
    ""Risk Value Information"",
    ""Decision Risk Value"",
    ""Information Risk Tradeoff"",
    ""Stochastic Returns to Scale""
  ]
}"
185,4,"{
  ""tags"": [
    ""Self-Other Mergence"",
    ""Dorsomedial Prefrontal Cortex"",
    ""Social Representation"",
    ""Neurostimulation""
  ]
}","{
  ""tags"": [
    ""Self-Other Mergence"",
    ""Dorsomedial Prefrontal Cortex"",
    ""Social Representation"",
    ""Neurostimulation""
  ]
}"
186,4,"{
  ""tags"": [
    ""Neural correlates of social decision-making"",
    ""Real-time sibling interactions"",
    ""Game theory"",
    ""Neural correlates of social decision-making in real-time""
  ]
}","{
  ""tags"": [
    ""Neural correlates of social decision-making"",
    ""Real-time sibling interactions"",
    ""Game theory"",
    ""Neural correlates of social decision-making in real-time""
  ]
}"
187,4,"{
  ""tags"": [
    ""Neural regions"",
    ""Social expectancy"",
    ""Reward and punishment"",
    ""Prediction error"",
    ""Neuroeconomics""
  ]
}","{
  ""tags"": [
    ""Neural regions"",
    ""Social expectancy"",
    ""Reward and punishment"",
    ""Prediction error"",
    ""Neuroeconomics""
  ]
}"
188,4,"{
  ""tags"": [
    ""ecological reward-probability correlation"",
    ""probability judgments from experience"",
    ""environmental regularities"",
    ""information search and integration""
  ]
}","{
  ""tags"": [
    ""ecological reward-probability correlation"",
    ""probability judgments from experience"",
    ""environmental regularities"",
    ""information search and integration""
  ]
}"
189,4,"{
  ""tags"": [
    ""Risk Preferences"",
    ""Decision Making"",
    ""Predictive Accuracy"",
    ""Noise in Human Preferences""
  ]
}","{
  ""tags"": [
    ""Risk Preferences"",
    ""Decision Making"",
    ""Predictive Accuracy"",
    ""Noise in Human Preferences""
  ]
}"
190,4,"{
  ""tags"": [
    ""Outcome Feedback"",
    ""Risk Propensity"",
    ""MCPLP Task"",
    ""Decision By Decision""
  ]
}","{
  ""tags"": [
    ""Outcome Feedback"",
    ""Risk Propensity"",
    ""MCPLP Task"",
    ""Decision By Decision""
  ]
}"
191,4,"{
  ""tags"": [
    ""cross-cultural differences"",
    ""decisions from experience"",
    ""cultural differences"",
    ""change-related cultural differences""
  ]
}","{
  ""tags"": [
    ""cross-cultural differences"",
    ""decisions from experience"",
    ""cultural differences"",
    ""change-related cultural differences""
  ]
}"
192,4,"{
  ""tags"": [
    ""Econometric Models of Adaptive Learning"",
    ""Game Theory"",
    ""Econometrics"",
    ""Learning Rules""
  ]
}","{
  ""tags"": [
    ""Econometric Models of Adaptive Learning"",
    ""Game Theory"",
    ""Econometrics"",
    ""Learning Rules""
  ]
}"
193,4,"{
  ""tags"": [
    ""Regret in Experience-Based Decisions"",
    ""Expected Value Differences"",
    ""Mixed Gains and Losses"",
    ""Risk Management"",
    ""Motivational Factors in Decision Making""
  ]
}","{
  ""tags"": [
    ""Regret in Experience-Based Decisions"",
    ""Expected Value Differences"",
    ""Mixed Gains and Losses"",
    ""Risk Management"",
    ""Motivational Factors in Decision Making""
  ]
}"
194,4,"{
  ""tags"": [
    ""action-valence asymmetry"",
    ""reward-punishment learning"",
    ""social cognition"",
    ""inaction-punishment effects""
  ]
}","{
  ""tags"": [
    ""action-valence asymmetry"",
    ""reward-punishment learning"",
    ""social cognition"",
    ""inaction-punishment effects""
  ]
}"
195,4,"{
  ""tags"": [
    ""Adaptation"",
    ""Cognitive Strategies"",
    ""Behavioral Reinforcement"",
    ""Maximization"",
    ""Iterated Tasks""
  ]
}","{
  ""tags"": [
    ""Adaptation"",
    ""Cognitive Strategies"",
    ""Behavioral Reinforcement"",
    ""Maximization"",
    ""Iterated Tasks""
  ]
}"
196,4,"{
  ""tags"": [
    ""Adolescent Advice Taking"",
    ""Social Learning Theory"",
    ""Developmental Psychology"",
    ""Exploration and Decision Making""
  ]
}","{
  ""tags"": [
    ""Adolescent Advice Taking"",
    ""Social Learning Theory"",
    ""Developmental Psychology"",
    ""Exploration and Decision Making""
  ]
}"
197,4,"{
  ""tags"": [
    ""prosocial behavior"",
    ""value-based decision"",
    ""aging and prosociality"",
    ""motivation and resources""
  ]
}","{
  ""tags"": [
    ""prosocial behavior"",
    ""value-based decision"",
    ""aging and prosociality"",
    ""motivation and resources""
  ]
}"
198,4,"{
  ""tags"": [
    ""default options"",
    ""choice behavior"",
    ""experience-based decisions"",
    ""radio-button paradigm""
  ]
}","{
  ""tags"": [
    ""default options"",
    ""choice behavior"",
    ""experience-based decisions"",
    ""radio-button paradigm""
  ]
}"
199,4,"{
  ""tags"": [
    ""Dynamic Decision-Making under Uncertainty"",
    ""Affective Risk Taking"",
    ""Dynamic Choice Theory"",
    ""Risk Perception""
  ]
}","{
  ""tags"": [
    ""Dynamic Decision-Making under Uncertainty"",
    ""Affective Risk Taking"",
    ""Dynamic Choice Theory"",
    ""Risk Perception""
  ]
}"
200,5,"{
  ""tags"": [
    ""Uncertainty Modulation"",
    ""Anterior Cingulate Cortex"",
    ""Serotonin System"",
    ""Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Uncertainty Modulation"",
    ""Anterior Cingulate Cortex"",
    ""Serotonin System"",
    ""Reinforcement Learning""
  ]
}"
201,5,"{
  ""tags"": [
    ""Neural Reinforcement Learning"",
    ""Pavlovian Control"",
    ""Instrumental Control"",
    ""Model-Based Control""
  ]
}","{
  ""tags"": [
    ""Neural Reinforcement Learning"",
    ""Pavlovian Control"",
    ""Instrumental Control"",
    ""Model-Based Control""
  ]
}"
202,5,"{
  ""tags"": [
    ""Neural correlates of taste reward value"",
    ""Eating disorders"",
    ""Associative taste reward learning"",
    ""Temporal difference fMRI"",
    ""Value signaling""
  ]
}","{
  ""tags"": [
    ""Neural correlates of taste reward value"",
    ""Eating disorders"",
    ""Associative taste reward learning"",
    ""Temporal difference fMRI"",
    ""Value signaling""
  ]
}"
203,5,"{
  ""tags"": [
    ""Mechanisms of pain discrimination"",
    ""Contingent reinforcement learning"",
    ""Instrumental learning"",
    ""Decision-making research"",
    ""Perceptual decision-making""
  ]
}","{
  ""tags"": [
    ""Mechanisms of pain discrimination"",
    ""Contingent reinforcement learning"",
    ""Instrumental learning"",
    ""Decision-making research"",
    ""Perceptual decision-making""
  ]
}"
204,5,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Instrumental Learning"",
    ""Decision-Making"",
    ""Goal-Directed Behavior"",
    ""Habitual Behavior""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Instrumental Learning"",
    ""Decision-Making"",
    ""Goal-Directed Behavior"",
    ""Habitual Behavior""
  ]
}"
205,5,"{
  ""tags"": [
    ""Adversity and Learning"",
    ""Child Development"",
    ""Behavioral Development"",
    ""Learning Processes"",
    ""Child Maltreatment""
  ]
}","{
  ""tags"": [
    ""Adversity and Learning"",
    ""Child Development"",
    ""Behavioral Development"",
    ""Learning Processes"",
    ""Child Maltreatment""
  ]
}"
206,5,"{
  ""tags"": [
    ""Hippocampus"",
    ""Value-Based Learning"",
    ""Episodic Memory"",
    ""Motivationally Relevant Behaviors""
  ]
}","{
  ""tags"": [
    ""Hippocampus"",
    ""Value-Based Learning"",
    ""Episodic Memory"",
    ""Motivationally Relevant Behaviors""
  ]
}"
207,5,"{
  ""tags"": [
    ""Social Avoidance"",
    ""Aversive Disinhibition"",
    ""Striatal Signaling"",
    ""Behavioral Inhibition""
  ]
}","{
  ""tags"": [
    ""Social Avoidance"",
    ""Aversive Disinhibition"",
    ""Striatal Signaling"",
    ""Behavioral Inhibition""
  ]
}"
208,5,"{
  ""tags"": [
    ""agentic choice preference"",
    ""instrumental value of choice"",
    ""developmental influences"",
    ""choice bias""
  ]
}","{
  ""tags"": [
    ""agentic choice preference"",
    ""instrumental value of choice"",
    ""developmental influences"",
    ""choice bias""
  ]
}"
209,5,"{
  ""tags"": [
    ""Stress-induced anhedonia"",
    ""Reward learning"",
    ""Generalized anxiety disorder"",
    ""Depression vulnerability"",
    ""Computerized signal detection task""
  ]
}","{
  ""tags"": [
    ""Stress-induced anhedonia"",
    ""Reward learning"",
    ""Generalized anxiety disorder"",
    ""Depression vulnerability"",
    ""Computerized signal detection task""
  ]
}"
210,5,"{
  ""tags"": [
    ""Developmental Psychology"",
    ""Model-Based Reinforcement Learning"",
    ""Online Learning"",
    ""Child Development"",
    ""Adolescent Development""
  ]
}","{
  ""tags"": [
    ""Developmental Psychology"",
    ""Model-Based Reinforcement Learning"",
    ""Online Learning"",
    ""Child Development"",
    ""Adolescent Development""
  ]
}"
211,5,"{
  ""tags"": [
    ""Borderline Personality Disorder"",
    ""Emotional State"",
    ""Social Feedback"",
    ""Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Borderline Personality Disorder"",
    ""Emotional State"",
    ""Social Feedback"",
    ""Reinforcement Learning""
  ]
}"
212,5,"{
  ""tags"": [
    ""Major Depressive Disorder"",
    ""Reward Learning"",
    ""Anhedonia"",
    ""Behavioral Inhibition""
  ]
}","{
  ""tags"": [
    ""Major Depressive Disorder"",
    ""Reward Learning"",
    ""Anhedonia"",
    ""Behavioral Inhibition""
  ]
}"
213,5,"{
  ""tags"": [
    ""Latent-cause framework"",
    ""Addiction phenomena"",
    ""Recurrent features"",
    ""Goal-directed aspects""
  ]
}","{
  ""tags"": [
    ""Latent-cause framework"",
    ""Addiction phenomena"",
    ""Recurrent features"",
    ""Goal-directed aspects""
  ]
}"
214,5,"{
  ""tags"": [
    ""insight"",
    ""reward-based"",
    ""episodic"",
    ""memory"",
    ""neural""
  ]
}","{
  ""tags"": [
    ""insight"",
    ""reward-based"",
    ""episodic"",
    ""memory"",
    ""neural""
  ]
}"
215,5,"{
  ""tags"": [
    ""Impulsivity"",
    ""Neurocognitive"",
    ""Psychiatric"",
    ""HIV Risk"",
    ""Drug Use""
  ]
}","{
  ""tags"": [
    ""Impulsivity"",
    ""Neurocognitive"",
    ""Psychiatric"",
    ""HIV Risk"",
    ""Drug Use""
  ]
}"
216,5,"{
  ""tags"": [
    ""Compulsive Behavior"",
    ""Outcome-irrelevant Learning"",
    ""Behavioral Reinforcement"",
    ""Task-Specific Learning""
  ]
}","{
  ""tags"": [
    ""Compulsive Behavior"",
    ""Outcome-irrelevant Learning"",
    ""Behavioral Reinforcement"",
    ""Task-Specific Learning""
  ]
}"
217,5,"{
  ""tags"": [
    ""Adolescent Bullying"",
    ""Neural Activation"",
    ""Social Exclusion"",
    ""Neuroscience""
  ]
}","{
  ""tags"": [
    ""Adolescent Bullying"",
    ""Neural Activation"",
    ""Social Exclusion"",
    ""Neuroscience""
  ]
}"
218,5,"{
  ""tags"": [
    ""Aberrant probabilistic reinforcement learning"",
    ""Bipolar disorder"",
    ""Motivational dysregulation"",
    ""Behavioral activation system""
  ]
}","{
  ""tags"": [
    ""Aberrant probabilistic reinforcement learning"",
    ""Bipolar disorder"",
    ""Motivational dysregulation"",
    ""Behavioral activation system""
  ]
}"
219,5,"{
  ""tags"": [
    ""Processing speed"",
    ""Model-based reinforcement learning"",
    ""Working memory"",
    ""Decision-making"",
    ""Neural substrates""
  ]
}","{
  ""tags"": [
    ""Processing speed"",
    ""Model-based reinforcement learning"",
    ""Working memory"",
    ""Decision-making"",
    ""Neural substrates""
  ]
}"
220,5,"{
  ""tags"": [
    ""Childhood Maltreatment"",
    ""Reward Learning"",
    ""Prefrontal Activity"",
    ""Volatile Environments""
  ]
}","{
  ""tags"": [
    ""Childhood Maltreatment"",
    ""Reward Learning"",
    ""Prefrontal Activity"",
    ""Volatile Environments""
  ]
}"
221,5,"{
  ""tags"": [
    ""Adolescent Reward Processing"",
    ""Reward Prediction Errors"",
    ""Striatum Dopaminergic Signaling"",
    ""Neural Decision Value Signals""
  ]
}","{
  ""tags"": [
    ""Adolescent Reward Processing"",
    ""Reward Prediction Errors"",
    ""Striatum Dopaminergic Signaling"",
    ""Neural Decision Value Signals""
  ]
}"
222,5,"{
  ""tags"": [
    ""Incentive Salience"",
    ""Pavlovian Learning"",
    ""Reward System"",
    ""Physiological State""
  ]
}","{
  ""tags"": [
    ""Incentive Salience"",
    ""Pavlovian Learning"",
    ""Reward System"",
    ""Physiological State""
  ]
}"
223,5,"{
  ""tags"": [
    ""Attentional Perspective"",
    ""Differential Fear Conditioning"",
    ""Chronic Pain"",
    ""Safety Cues""
  ]
}","{
  ""tags"": [
    ""Attentional Perspective"",
    ""Differential Fear Conditioning"",
    ""Chronic Pain"",
    ""Safety Cues""
  ]
}"
224,5,"{
  ""tags"": [
    ""alcohol demand"",
    ""motivational states"",
    ""approach and avoidance"",
    ""reinforcing value of alcohol""
  ]
}","{
  ""tags"": [
    ""alcohol demand"",
    ""motivational states"",
    ""approach and avoidance"",
    ""reinforcing value of alcohol""
  ]
}"
225,5,"{
  ""tags"": [
    ""Spontaneous Eye Blink Rate"",
    ""Dopamine"",
    ""Reinforcement Learning"",
    ""Striatal Dopamine""
  ]
}","{
  ""tags"": [
    ""Spontaneous Eye Blink Rate"",
    ""Dopamine"",
    ""Reinforcement Learning"",
    ""Striatal Dopamine""
  ]
}"
226,5,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Subjective Well-being"",
    ""Reward Prediction Error"",
    ""Adaptive Behavior""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Subjective Well-being"",
    ""Reward Prediction Error"",
    ""Adaptive Behavior""
  ]
}"
227,5,"{
  ""tags"": [
    ""Conduct Disorder"",
    ""Attention Deficit Hyperactivity Disorder"",
    ""Punishment"",
    ""Reward Processing"",
    ""Decision Making""
  ]
}","{
  ""tags"": [
    ""Conduct Disorder"",
    ""Attention Deficit Hyperactivity Disorder"",
    ""Punishment"",
    ""Reward Processing"",
    ""Decision Making""
  ]
}"
228,5,"{
  ""tags"": [
    ""Childhood Attention-Deficit/Hyperactivity Disorder"",
    ""Asymmetrical Reward Prediction Error"",
    ""Dopamine Neuron Signaling"",
    ""TD(λ) Reinforcement Learning Model""
  ]
}","{
  ""tags"": [
    ""Childhood Attention-Deficit/Hyperactivity Disorder"",
    ""Asymmetrical Reward Prediction Error"",
    ""Dopamine Neuron Signaling"",
    ""TD(λ) Reinforcement Learning Model""
  ]
}"
229,5,"{
  ""tags"": [
    ""Instrumental Learning"",
    ""Relearning"",
    ""Amygdala"",
    ""Orbitofrontal Cortex""
  ]
}","{
  ""tags"": [
    ""Instrumental Learning"",
    ""Relearning"",
    ""Amygdala"",
    ""Orbitofrontal Cortex""
  ]
}"
230,5,"{
  ""tags"": [
    ""Functional Neurological Disorder"",
    ""Amygdala Reactivity"",
    ""Harm Avoidance Theories"",
    ""Negative Conditioning"",
    ""Instrumental Associative Learning""
  ]
}","{
  ""tags"": [
    ""Functional Neurological Disorder"",
    ""Amygdala Reactivity"",
    ""Harm Avoidance Theories"",
    ""Negative Conditioning"",
    ""Instrumental Associative Learning""
  ]
}"
231,5,"{
  ""tags"": [
    ""Experiential Reward Learning"",
    ""Instructional Prioritization"",
    ""Child Development"",
    ""Adolescent Learning""
  ]
}","{
  ""tags"": [
    ""Experiential Reward Learning"",
    ""Instructional Prioritization"",
    ""Child Development"",
    ""Adolescent Learning""
  ]
}"
232,5,"{
  ""tags"": [
    ""Parkinson's disease"",
    ""Pallidotomy"",
    ""Probabilistic classification"",
    ""Implicit learning""
  ]
}","{
  ""tags"": [
    ""Parkinson's disease"",
    ""Pallidotomy"",
    ""Probabilistic classification"",
    ""Implicit learning""
  ]
}"
233,5,"{
  ""tags"": [
    ""Binge Eating Disorder"",
    ""Reward Networks"",
    ""Functional Connectivity"",
    ""Task-Based Functional Neuroimaging""
  ]
}","{
  ""tags"": [
    ""Binge Eating Disorder"",
    ""Reward Networks"",
    ""Functional Connectivity"",
    ""Task-Based Functional Neuroimaging""
  ]
}"
234,5,"{
  ""tags"": [
    ""Dyslexia"",
    ""Probability Learning"",
    ""Performance Monitoring"",
    ""Frontostriatal Circuits""
  ]
}","{
  ""tags"": [
    ""Dyslexia"",
    ""Probability Learning"",
    ""Performance Monitoring"",
    ""Frontostriatal Circuits""
  ]
}"
235,5,"{
  ""tags"": [
    ""liking"",
    ""wanting"",
    ""reinforcement"",
    ""neural"",
    ""affective""
  ]
}","{
  ""tags"": [
    ""liking"",
    ""wanting"",
    ""reinforcement"",
    ""neural"",
    ""affective""
  ]
}"
236,5,"{
  ""tags"": [
    ""Reinforcement-based responsiveness"",
    ""Depression"",
    ""Anhedonia"",
    ""Intergenerational risk"",
    ""Maternal influence""
  ]
}","{
  ""tags"": [
    ""Reinforcement-based responsiveness"",
    ""Depression"",
    ""Anhedonia"",
    ""Intergenerational risk"",
    ""Maternal influence""
  ]
}"
237,5,"{
  ""tags"": [
    ""Motivation Deficits in Depression"",
    ""Neurobiology of Depression"",
    ""Anhedonia and Motivation"",
    ""Inflammation and Depression""
  ]
}","{
  ""tags"": [
    ""Motivation Deficits in Depression"",
    ""Neurobiology of Depression"",
    ""Anhedonia and Motivation"",
    ""Inflammation and Depression""
  ]
}"
238,5,"{
  ""tags"": [
    ""Loss Aversion Model-Based Control"",
    ""Decision Systems Model-Based Planning"",
    ""Risk Aversion Model-Based Control"",
    ""Decision Making Model-Based Control""
  ]
}","{
  ""tags"": [
    ""Loss Aversion Model-Based Control"",
    ""Decision Systems Model-Based Planning"",
    ""Risk Aversion Model-Based Control"",
    ""Decision Making Model-Based Control""
  ]
}"
239,5,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Action-Outcome Associations"",
    ""Threat-Related Cues"",
    ""Goal-Directed Behavior""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Action-Outcome Associations"",
    ""Threat-Related Cues"",
    ""Goal-Directed Behavior""
  ]
}"
240,5,"{
  ""tags"": [
    ""Behavioral control"",
    ""Abstract inference"",
    ""Reward prediction errors"",
    ""Neural signatures""
  ]
}","{
  ""tags"": [
    ""Behavioral control"",
    ""Abstract inference"",
    ""Reward prediction errors"",
    ""Neural signatures""
  ]
}"
241,5,"{
  ""tags"": [
    ""addiction"",
    ""neuroimaging"",
    ""fictive error signals"",
    ""computational models""
  ]
}","{
  ""tags"": [
    ""addiction"",
    ""neuroimaging"",
    ""fictive error signals"",
    ""computational models""
  ]
}"
242,5,"{
  ""tags"": [
    ""Ventral Striatum"",
    ""Intrinsic Motivation"",
    ""Working Memory"",
    ""Neuroplasticity""
  ]
}","{
  ""tags"": [
    ""Ventral Striatum"",
    ""Intrinsic Motivation"",
    ""Working Memory"",
    ""Neuroplasticity""
  ]
}"
243,5,"{
  ""tags"": [
    ""Reward Dependent Invigoration"",
    ""Theta Oscillations"",
    ""Dopaminergic Midbrain Integrity"",
    ""Healthy Aging""
  ]
}","{
  ""tags"": [
    ""Reward Dependent Invigoration"",
    ""Theta Oscillations"",
    ""Dopaminergic Midbrain Integrity"",
    ""Healthy Aging""
  ]
}"
244,5,"{
  ""tags"": [
    ""basal ganglia"",
    ""limbic territories"",
    ""approach avoidance"",
    ""anterior insula""
  ]
}","{
  ""tags"": [
    ""basal ganglia"",
    ""limbic territories"",
    ""approach avoidance"",
    ""anterior insula""
  ]
}"
245,5,"{
  ""tags"": [
    ""Neural Responses"",
    ""Amygdala"",
    ""Observational Learning"",
    ""Reward Learning""
  ]
}","{
  ""tags"": [
    ""Neural Responses"",
    ""Amygdala"",
    ""Observational Learning"",
    ""Reward Learning""
  ]
}"
246,5,"{
  ""tags"": [
    ""Novelty Processing"",
    ""Reward Processing"",
    ""Personality Traits"",
    ""Neural Mechanisms""
  ]
}","{
  ""tags"": [
    ""Novelty Processing"",
    ""Reward Processing"",
    ""Personality Traits"",
    ""Neural Mechanisms""
  ]
}"
247,5,"{
  ""tags"": [
    ""ADHD"",
    ""Dopamine Phasic/Tonic Imbalance"",
    ""Reinforcement Learning"",
    ""Neurocomputational Modeling""
  ]
}","{
  ""tags"": [
    ""ADHD"",
    ""Dopamine Phasic/Tonic Imbalance"",
    ""Reinforcement Learning"",
    ""Neurocomputational Modeling""
  ]
}"
248,5,"{
  ""tags"": [
    ""Adolescent Reinforcement Learning"",
    ""Reward Sensitivity"",
    ""Hippocampus"",
    ""Reward Learning""
  ]
}","{
  ""tags"": [
    ""Adolescent Reinforcement Learning"",
    ""Reward Sensitivity"",
    ""Hippocampus"",
    ""Reward Learning""
  ]
}"
249,5,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Hunger and Decision-Making"",
    ""Model-Based vs. Model-Free Control"",
    ""Metabolic Needs and Motivation""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Hunger and Decision-Making"",
    ""Model-Based vs. Model-Free Control"",
    ""Metabolic Needs and Motivation""
  ]
}"
250,6,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Neural Processing"",
    ""Ambiguity in Feedback"",
    ""Valence and Magnitude"",
    ""Event-Related Potentials""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Neural Processing"",
    ""Ambiguity in Feedback"",
    ""Valence and Magnitude"",
    ""Event-Related Potentials""
  ]
}"
251,6,"{
  ""tags"": [
    ""Theta Oscillations"",
    ""Medial Prefrontal Cortex"",
    ""Reward-Guided Learning"",
    ""Neural Synchronization""
  ]
}","{
  ""tags"": [
    ""Theta Oscillations"",
    ""Medial Prefrontal Cortex"",
    ""Reward-Guided Learning"",
    ""Neural Synchronization""
  ]
}"
252,6,"{
  ""tags"": [
    ""Error-related Negativity"",
    ""Dopamine"",
    ""Cognitive Tasks"",
    ""Conflict Biases""
  ]
}","{
  ""tags"": [
    ""Error-related Negativity"",
    ""Dopamine"",
    ""Cognitive Tasks"",
    ""Conflict Biases""
  ]
}"
253,6,"{
  ""tags"": [
    ""trial-to-trial feedback"",
    ""error-related negativity"",
    ""anxiety disorders"",
    ""reinforcement learning"",
    ""performance monitoring""
  ]
}","{
  ""tags"": [
    ""trial-to-trial feedback"",
    ""error-related negativity"",
    ""anxiety disorders"",
    ""reinforcement learning"",
    ""performance monitoring""
  ]
}"
254,6,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Decision-Making"",
    ""Neural Insensitivity"",
    ""Sensation Seeking""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Decision-Making"",
    ""Neural Insensitivity"",
    ""Sensation Seeking""
  ]
}"
255,6,"{
  ""tags"": [
    ""Event-Related Brain Potential (ERP)"",
    ""Positive Feedback"",
    ""Correct-Related Positivity"",
    ""Sensitivity of the Event-Related Brain Potential""
  ]
}","{
  ""tags"": [
    ""Event-Related Brain Potential (ERP)"",
    ""Positive Feedback"",
    ""Correct-Related Positivity"",
    ""Sensitivity of the Event-Related Brain Potential""
  ]
}"
256,6,"{
  ""tags"": [
    ""Neural Signature"",
    ""Social Evaluation"",
    ""Reinforcement Learning"",
    ""Frontal Cortex""
  ]
}","{
  ""tags"": [
    ""Neural Signature"",
    ""Social Evaluation"",
    ""Reinforcement Learning"",
    ""Frontal Cortex""
  ]
}"
257,6,"{
  ""tags"": [
    ""Feedback-related negativity"",
    ""Probabilistic reversal learning"",
    ""Outcome-based behavioral adjustment"",
    ""Electrophysiological activity"",
    ""Medial frontal cortex""
  ]
}","{
  ""tags"": [
    ""Feedback-related negativity"",
    ""Probabilistic reversal learning"",
    ""Outcome-based behavioral adjustment"",
    ""Electrophysiological activity"",
    ""Medial frontal cortex""
  ]
}"
